index,object_class,object_name,occlusion,ambiguous,overlaps
1253,CokeZero,CokeZero,not given,0,0
1254,Coke,Coke.003,not given,0,6
1255,Fanta,Fanta.003,not given,0,3
1256,RedBullZero,RedBullZero.002,not given,1,0
1257,CokeZero,CokeZero,not given,0,0
1258,Coke,Coke.003,not given,0,5
1259,Fanta,Fanta.003,not given,0,3
1260,RedBullZero,RedBullZero.002,not given,1,0
1261,CokeZero,CokeZero,not given,0,0
1262,Coke,Coke.003,not given,0,5
1263,Fanta,Fanta.003,not given,0,3
1264,RedBullZero,RedBullZero.002,not given,1,0
1265,CokeZero,CokeZero,not given,0,0
1266,Coke,Coke.003,not given,0,4
1267,Fanta,Fanta.003,not given,0,3
1268,RedBullZero,RedBullZero.002,not given,1,0
1269,CokeZero,CokeZero,not given,0,0
1270,Coke,Coke.003,not given,0,3
1271,WaterBottle,WaterBottle.000,not given,0,3
1272,RedBullZero,RedBullZero.002,not given,1,0
1273,CokeZero,CokeZero,not given,0,0
1274,Coke,Coke.003,not given,0,3
1275,WaterBottle,WaterBottle.000,not given,0,1
1276,RedBullZero,RedBullZero.002,not given,1,0
1277,CokeZero,CokeZero,not given,0,0
1278,Coke,Coke.003,not given,0,3
1279,WaterBottle,WaterBottle.000,not given,0,2
1280,Jever,Jever.002,not given,0,1
1281,RedBullZero,RedBullZero.002,not given,1,0
1282,CokeZero,CokeZero,not given,0,0
1283,Coke,Coke.003,not given,0,3
1284,WaterBottle,WaterBottle.000,not given,0,2
1285,Jever,Jever.002,not given,0,1
1286,RedBullZero,RedBullZero.002,not given,1,1
1287,Coke,Coke.003,not given,0,4
1288,WaterBottle,WaterBottle.000,not given,0,2
1289,Jever,Jever.002,not given,0,1
1290,RedBullZero,RedBullZero.002,not given,1,1
1291,Coke,Coke.003,not given,0,3
1292,WaterBottle,WaterBottle.000,not given,0,3
1293,Jever,Jever.002,not given,0,1
1294,Fanta,Fanta.003,not given,0,2
1295,RedBullZero,RedBullZero.002,not given,1,1
1296,Coke,Coke.003,not given,0,3
1297,WaterBottle,WaterBottle.000,not given,0,4
1298,Jever,Jever.002,not given,0,1
1299,Fanta,Fanta.003,not given,0,2
1300,RedBullZero,RedBullZero.002,not given,1,1
1301,Coke,Coke.003,not given,0,2
1302,WaterBottle,WaterBottle.000,not given,0,4
1303,Krombacher,Krombacher.001,not given,0,0
1304,Jever,Jever.002,not given,0,1
1305,Fanta,Fanta.003,not given,0,2
1306,Coke,Coke.003,not given,0,2
1307,WaterBottle,WaterBottle.000,not given,0,4
1308,Krombacher,Krombacher.001,not given,0,1
1309,Jever,Jever.002,not given,0,1
1310,Fanta,Fanta.003,not given,0,2
1311,Coke,Coke.003,not given,0,2
1312,WaterBottle,WaterBottle.000,not given,0,5
1313,Krombacher,Krombacher.001,not given,0,1
1314,Jever,Jever.002,not given,0,1
1315,Fanta,Fanta.003,not given,0,1
1316,Coke,Coke.003,not given,0,2
1317,WaterBottle,WaterBottle.000,not given,0,5
1318,Krombacher,Krombacher.001,not given,0,2
1319,Jever,Jever.002,not given,0,2
1320,Fanta,Fanta.003,not given,0,1
1321,WaterBottle,WaterBottle.000,not given,0,3
1322,Krombacher,Krombacher.001,not given,0,2
1323,Jever,Jever.002,not given,0,2
1324,Fanta,Fanta.003,not given,0,2
1325,WaterBottle,WaterBottle.000,not given,0,3
1326,MakoEnergy,MakoEnergy.003,not given,0,0
1327,Krombacher,Krombacher.001,not given,0,2
1328,Jever,Jever.002,not given,0,2
1329,Fanta,Fanta.003,not given,0,2
1330,WaterBottle,WaterBottle.000,not given,0,3
1331,MakoEnergy,MakoEnergy.003,not given,0,0
1332,Krombacher,Krombacher.001,not given,0,2
1333,Jever,Jever.002,not given,0,2
1334,WaterBottle,WaterBottle.000,not given,0,2
1335,MakoEnergy,MakoEnergy.003,not given,0,0
1336,Krombacher,Krombacher.001,not given,0,2
1337,WaterBottle,WaterBottle.000,not given,0,2
1338,MakoEnergy,MakoEnergy.003,not given,0,0
1339,Krombacher,Krombacher.001,not given,0,2
1340,WaterBottle,WaterBottle.000,not given,0,1
1341,MakoEnergy,MakoEnergy.003,not given,0,0
1342,Krombacher,Krombacher.001,not given,0,3
1343,RedBull,RedBull.004,not given,0,0
1344,WaterBottle,WaterBottle.000,not given,0,1
1345,MakoEnergy,MakoEnergy.003,not given,0,0
1346,Krombacher,Krombacher.001,not given,0,3
1347,RedBull,RedBull.004,not given,0,0
1348,WaterBottle,WaterBottle.000,not given,0,1
1349,MakoEnergy,MakoEnergy.003,not given,0,0
1350,Krombacher,Krombacher.001,not given,0,2
1351,RedBull,RedBull.004,not given,0,0
1352,WaterBottle,WaterBottle.000,not given,0,0
1353,MakoEnergy,MakoEnergy.003,not given,0,0
1354,Krombacher,Krombacher.001,not given,0,3
1355,RedBull,RedBull.004,not given,0,0
1356,WaterBottle,WaterBottle.000,not given,0,1
1357,MakoEnergy,MakoEnergy.003,not given,0,0
1358,Krombacher,Krombacher.001,not given,0,5
1359,RedBull,RedBull.004,not given,0,0
1360,WaterBottle,WaterBottle.000,not given,0,1
1361,MakoEnergy,MakoEnergy.003,not given,0,0
1362,Krombacher,Krombacher.001,not given,0,6
1363,Jever,Jever.002,not given,0,2
1364,RedBull,RedBull.004,not given,0,1
1365,WaterBottle,WaterBottle.000,not given,0,1
1366,MakoEnergy,MakoEnergy.003,not given,0,1
1367,Krombacher,Krombacher.001,not given,0,5
1368,Jever,Jever.002,not given,0,3
1369,RedBull,RedBull.004,not given,0,1
1370,WaterBottle,WaterBottle.000,not given,0,1
1371,MakoEnergy,MakoEnergy.003,not given,0,1
1372,Krombacher,Krombacher.001,not given,0,6
1373,Jever,Jever.002,not given,0,3
1374,RedBull,RedBull.004,not given,0,1
1375,WaterBottle,WaterBottle.000,not given,0,0
1376,MakoEnergy,MakoEnergy.003,not given,0,1
1377,Krombacher,Krombacher.001,not given,0,5
1378,Jever,Jever.002,not given,0,3
1379,RedBull,RedBull.004,not given,0,1
1380,WaterBottle,WaterBottle.000,not given,0,0
1381,MakoEnergy,MakoEnergy.003,not given,0,1
1382,Krombacher,Krombacher.001,not given,0,4
1383,Jever,Jever.002,not given,0,4
1384,RedBull,RedBull.004,not given,0,1
1385,WaterBottle,WaterBottle.000,not given,0,1
1386,MakoEnergy,MakoEnergy.003,not given,0,1
1387,Krombacher,Krombacher.001,not given,0,4
1388,Jever,Jever.002,not given,0,5
1389,RedBull,RedBull.004,not given,0,1
1390,WaterBottle,WaterBottle.000,not given,0,1
1391,MakoEnergy,MakoEnergy.003,not given,0,1
1392,Krombacher,Krombacher.001,not given,0,2
1393,Jever,Jever.002,not given,0,4
1394,RedBull,RedBull.004,not given,0,1
1395,WaterBottle,WaterBottle.000,not given,0,1
1396,Krombacher,Krombacher.001,not given,0,2
1397,Jever,Jever.002,not given,0,5
1398,RedBull,RedBull.004,not given,0,1
1399,WaterBottle,WaterBottle.000,not given,0,2
1400,Krombacher,Krombacher.001,not given,0,2
1401,Jever,Jever.002,not given,0,4
1402,RedBull,RedBull.004,not given,0,2
1403,WaterBottle,WaterBottle.000,not given,0,2
1404,Krombacher,Krombacher.001,not given,0,1
1405,Jever,Jever.002,not given,0,3
1406,RedBull,RedBull.004,not given,0,2
1407,WaterBottle,WaterBottle.000,not given,0,2
1408,Krombacher,Krombacher.001,not given,0,1
1409,Jever,Jever.002,not given,0,3
1410,RedBull,RedBull.004,not given,0,3
1411,WaterBottle,WaterBottle.000,not given,0,2
1412,Krombacher,Krombacher.001,not given,0,1
1413,Jever,Jever.002,not given,0,4
1414,RedBull,RedBull.004,not given,0,5
1415,WaterBottle,WaterBottle.000,not given,0,2
1416,Krombacher,Krombacher.001,not given,0,1
1417,Jever,Jever.002,not given,0,5
1418,RedBull,RedBull.004,not given,0,5
1419,WaterBottle,WaterBottle.000,not given,0,1
1420,Krombacher,Krombacher.001,not given,0,0
1421,Jever,Jever.002,not given,0,3
1422,RedBull,RedBull.004,not given,0,7
1423,WaterBottle,WaterBottle.000,not given,0,1
1424,Krombacher,Krombacher.001,not given,0,1
1425,Jever,Jever.002,not given,0,3
1426,RedBull,RedBull.004,not given,0,7
1427,WaterBottle,WaterBottle.000,not given,0,1
1428,Krombacher,Krombacher.001,not given,0,1
1429,Jever,Jever.002,not given,0,3
1430,RedBull,RedBull.004,not given,0,8
1431,Krombacher,Krombacher.001,not given,0,1
1432,Jever,Jever.002,not given,0,3
1433,RedBull,RedBull.004,not given,0,7
1434,MakoEnergy,MakoEnergy.003,not given,0,6
1435,Krombacher,Krombacher.001,not given,0,1
1436,Jever,Jever.002,not given,0,3
1437,Fanta,Fanta.003,not given,0,1
1438,RedBullZero,RedBullZero.002,not given,0,0
1439,CokeZero,CokeZero,not given,0,1
1440,Coke,Coke.003,not given,0,1
1441,Fanta,Fanta.003,not given,0,1
1442,RedBullZero,RedBullZero.002,not given,0,0
1443,CokeZero,CokeZero,not given,0,1
1444,Coke,Coke.003,not given,0,1
1445,Fanta,Fanta.003,not given,0,1
1446,RedBullZero,RedBullZero.002,not given,0,1
1447,CokeZero,CokeZero,not given,0,2
1448,Coke,Coke.003,not given,0,1
1449,Fanta,Fanta.003,not given,0,0
1450,RedBullZero,RedBullZero.002,not given,0,1
1451,CokeZero,CokeZero,not given,0,2
1452,Coke,Coke.003,not given,0,1
1453,Fanta,Fanta.003,not given,0,0
1454,RedBullZero,RedBullZero.002,not given,0,1
1455,CokeZero,CokeZero,not given,0,2
1456,Coke,Coke.003,not given,0,1
1457,Fanta,Fanta.003,not given,0,0
1458,RedBullZero,RedBullZero.002,not given,0,1
1459,CokeZero,CokeZero,not given,0,3
1460,Coke,Coke.003,not given,0,0
1461,Jever,Jever.001,not given,0,1
1462,Fanta,Fanta.003,not given,0,0
1463,RedBullZero,RedBullZero.002,not given,0,1
1464,CokeZero,CokeZero,not given,0,3
1465,Coke,Coke.003,not given,0,0
1466,Jever,Jever.001,not given,0,1
1467,Fanta,Fanta.003,not given,0,0
1468,RedBullZero,RedBullZero.002,not given,0,1
1469,CokeZero,CokeZero,not given,0,2
1470,Coke,Coke.003,not given,0,0
1471,Jever,Jever.001,not given,0,1
1472,Fanta,Fanta.003,not given,0,0
1473,RedBullZero,RedBullZero.002,not given,0,1
1474,CokeZero,CokeZero,not given,0,2
1475,Coke,Coke.003,not given,0,0
1476,Jever,Jever.001,not given,0,1
1477,Fanta,Fanta.003,not given,0,0
1478,RedBullZero,RedBullZero.002,not given,0,0
1479,CokeZero,CokeZero,not given,0,2
1480,Coke,Coke.003,not given,0,0
1481,Jever,Jever.001,not given,0,1
1482,Fanta,Fanta.003,not given,0,0
1483,RedBullZero,RedBullZero.002,not given,0,0
1484,CokeZero,CokeZero,not given,0,1
1485,Coke,Coke.003,not given,0,0
1486,Jever,Jever.001,not given,0,1
1487,Fanta,Fanta.003,not given,0,1
1488,RedBullZero,RedBullZero.002,not given,0,0
1489,CokeZero,CokeZero,not given,0,1
1490,Coke,Coke.003,not given,0,0
1491,Jever,Jever.001,not given,0,0
1492,Fanta,Fanta.003,not given,0,1
1493,RedBullZero,RedBullZero.002,not given,0,1
1494,CokeZero,CokeZero,not given,0,1
1495,Coke,Coke.003,not given,0,0
1496,Jever,Jever.001,not given,0,0
1497,Fanta,Fanta.003,not given,0,1
1498,RedBullZero,RedBullZero.002,not given,0,1
1499,CokeZero,CokeZero,not given,0,1
1500,Coke,Coke.003,not given,0,0
1501,Jever,Jever.001,not given,0,0
1502,Fanta,Fanta.003,not given,0,1
1503,RedBullZero,RedBullZero.002,not given,0,1
1504,CokeZero,CokeZero,not given,0,1
1505,Coke,Coke.003,not given,0,0
1506,Jever,Jever.001,not given,0,0
1507,Fanta,Fanta.003,not given,0,1
1508,RedBullZero,RedBullZero.002,not given,0,1
1509,CokeZero,CokeZero,not given,0,2
1510,Coke,Coke.003,not given,0,1
1511,Jever,Jever.001,not given,0,0
1512,Fanta,Fanta.003,not given,0,1
1513,RedBullZero,RedBullZero.002,not given,0,1
1514,CokeZero,CokeZero,not given,0,2
1515,Coke,Coke.003,not given,0,1
1516,Jever,Jever.001,not given,0,0
1517,Fanta,Fanta.003,not given,0,1
1518,RedBullZero,RedBullZero.002,not given,0,1
1519,CokeZero,CokeZero,not given,0,1
1520,Coke,Coke.003,not given,0,1
1521,Jever,Jever.001,not given,0,0
1522,Fanta,Fanta.003,not given,0,1
1523,RedBullZero,RedBullZero.002,not given,0,1
1524,CokeZero,CokeZero,not given,0,1
1525,Coke,Coke.003,not given,0,1
1526,Jever,Jever.001,not given,0,0
1527,Fanta,Fanta.003,not given,0,0
1528,RedBullZero,RedBullZero.002,not given,0,0
1529,CokeZero,CokeZero,not given,0,1
1530,Coke,Coke.003,not given,0,1
1531,Jever,Jever.001,not given,0,1
1532,Fanta,Fanta.003,not given,0,0
1533,RedBullZero,RedBullZero.002,not given,0,0
1534,CokeZero,CokeZero,not given,0,1
1535,Coke,Coke.003,not given,0,1
1536,MakoEnergy,MakoEnergy.002,not given,0,0
1537,Jever,Jever.001,not given,0,1
1538,Fanta,Fanta.003,not given,0,0
1539,RedBullZero,RedBullZero.002,not given,0,0
1540,CokeZero,CokeZero,not given,0,1
1541,MakoEnergy,MakoEnergy.002,not given,0,0
1542,Jever,Jever.001,not given,0,1
1543,Fanta,Fanta.003,not given,0,0
1544,RedBullZero,RedBullZero.002,not given,0,0
1545,CokeZero,CokeZero,not given,0,1
1546,MakoEnergy,MakoEnergy.002,not given,0,1
1547,Jever,Jever.001,not given,0,1
1548,Fanta,Fanta.003,not given,0,0
1549,RedBullZero,RedBullZero.002,not given,0,0
1550,MakoEnergy,MakoEnergy.002,not given,0,1
1551,Jever,Jever.001,not given,0,1
1552,Fanta,Fanta.003,not given,0,1
1553,RedBullZero,RedBullZero.002,not given,0,0
1554,MakoEnergy,MakoEnergy.002,not given,0,1
1555,Jever,Jever.001,not given,0,1
1556,Fanta,Fanta.003,not given,0,2
1557,RedBullZero,RedBullZero.002,not given,0,1
1558,MakoEnergy,MakoEnergy.002,not given,0,1
1559,Jever,Jever.001,not given,0,1
1560,Fanta,Fanta.003,not given,0,2
1561,RedBullZero,RedBullZero.002,not given,0,1
1562,MakoEnergy,MakoEnergy.002,not given,0,1
1563,Jever,Jever.001,not given,0,0
1564,Fanta,Fanta.003,not given,0,2
1565,RedBullZero,RedBullZero.002,not given,0,1
1566,MakoEnergy,MakoEnergy.002,not given,0,1
1567,Jever,Jever.001,not given,0,0
1568,Fanta,Fanta.003,not given,0,2
1569,RedBullZero,RedBullZero.002,not given,0,1
1570,MakoEnergy,MakoEnergy.002,not given,0,1
1571,Jever,Jever.001,not given,0,0
1572,Fanta,Fanta.003,not given,0,2
1573,RedBullZero,RedBullZero.002,not given,0,1
1574,MakoEnergy,MakoEnergy.002,not given,0,1
1575,Jever,Jever.001,not given,0,0
1576,Fanta,Fanta.003,not given,0,2
1577,RedBullZero,RedBullZero.002,not given,0,1
1578,MakoEnergy,MakoEnergy.002,not given,0,0
1579,Jever,Jever.001,not given,0,0
1580,Fanta,Fanta.003,not given,0,2
1581,RedBullZero,RedBullZero.002,not given,0,0
1582,RedBull,RedBull.001,not given,0,1
1583,MakoEnergy,MakoEnergy.002,not given,0,0
1584,Jever,Jever.001,not given,0,1
1585,Fanta,Fanta.003,not given,0,2
1586,RedBullZero,RedBullZero.002,not given,0,0
1587,RedBull,RedBull.001,not given,0,1
1588,MakoEnergy,MakoEnergy.002,not given,0,1
1589,Jever,Jever.001,not given,0,1
1590,Fanta,Fanta.003,not given,0,2
1591,RedBullZero,RedBullZero.002,not given,0,0
1592,RedBull,RedBull.001,not given,0,1
1593,MakoEnergy,MakoEnergy.002,not given,0,1
1594,Jever,Jever.001,not given,0,1
1595,Fanta,Fanta.003,not given,0,2
1596,RedBullZero,RedBullZero.002,not given,0,0
1597,RedBull,RedBull.001,not given,0,1
1598,MakoEnergy,MakoEnergy.002,not given,0,1
1599,Jever,Jever.001,not given,0,1
1600,Fanta,Fanta.003,not given,0,1
1601,RedBullZero,RedBullZero.002,not given,0,1
1602,RedBull,RedBull.001,not given,0,1
1603,MakoEnergy,MakoEnergy.002,not given,0,1
1604,Jever,Jever.001,not given,0,1
1605,RedBullZero,RedBullZero.002,not given,0,2
1606,RedBull,RedBull.001,not given,0,1
1607,MakoEnergy,MakoEnergy.002,not given,0,1
1608,Jever,Jever.001,not given,0,1
1609,RedBullZero,RedBullZero.002,not given,0,2
1610,RedBull,RedBull.001,not given,0,1
1611,MakoEnergy,MakoEnergy.002,not given,0,1
1612,Jever,Jever.001,not given,0,1
1613,RedBullZero,RedBullZero.002,not given,0,2
1614,RedBull,RedBull.001,not given,0,0
1615,MakoEnergy,MakoEnergy.002,not given,0,1
1616,Jever,Jever.001,not given,0,0
1617,RedBullZero,RedBullZero.002,not given,0,2
1618,RedBull,RedBull.001,not given,0,0
1619,MakoEnergy,MakoEnergy.002,not given,0,0
1620,Jever,Jever.001,not given,0,0
1621,RedBullZero,RedBullZero.002,not given,0,2
1622,RedBull,RedBull.001,not given,0,0
1623,MakoEnergy,MakoEnergy.002,not given,0,0
1624,Jever,Jever.001,not given,0,0
1625,RedBull,RedBull.001,not given,0,0
1626,MakoEnergy,MakoEnergy.002,not given,0,0
1627,Jever,Jever.001,not given,0,0
1628,RedBull,RedBull.001,not given,0,0
1629,MakoEnergy,MakoEnergy.002,not given,0,0
1630,Jever,Jever.001,not given,0,0
1631,RedBull,RedBull.001,not given,0,0
1632,MakoEnergy,MakoEnergy.002,not given,0,0
1633,Jever,Jever.001,not given,0,1
1634,RedBull,RedBull.001,not given,0,0
1635,MakoEnergy,MakoEnergy.002,not given,0,0
1636,Jever,Jever.001,not given,0,1
1637,RedBull,RedBull.001,not given,0,1
1638,MakoEnergy,MakoEnergy.002,not given,0,0
1639,Jever,Jever.001,not given,0,1
1640,RedBull,RedBull.001,not given,0,1
1641,MakoEnergy,MakoEnergy.002,not given,0,1
1642,Jever,Jever.001,not given,0,1
1643,RedBull,RedBull.001,not given,0,1
1644,MakoEnergy,MakoEnergy.002,not given,0,1
1645,Jever,Jever.001,not given,0,1
1646,RedBull,RedBull.001,not given,0,1
1647,MakoEnergy,MakoEnergy.002,not given,0,1
1648,Krombacher,Krombacher,not given,0,0
1649,Jever,Jever.001,not given,0,1
1650,RedBull,RedBull.001,not given,0,1
1651,MakoEnergy,MakoEnergy.002,not given,0,1
1652,Krombacher,Krombacher,not given,0,0
1653,Jever,Jever.001,not given,0,1
1654,RedBull,RedBull.001,not given,0,1
1655,MakoEnergy,MakoEnergy.002,not given,0,1
1656,Krombacher,Krombacher,not given,0,0
1657,Jever,Jever.001,not given,0,1
1658,RedBull,RedBull.001,not given,0,1
1659,MakoEnergy,MakoEnergy.002,not given,0,1
1660,Krombacher,Krombacher,not given,0,0
1661,Jever,Jever.001,not given,0,1
1662,RedBull,RedBull.001,not given,0,1
1663,MakoEnergy,MakoEnergy.002,not given,0,0
1664,Krombacher,Krombacher,not given,0,0
1665,RedBull,RedBull.001,not given,0,0
1666,MakoEnergy,MakoEnergy.002,not given,0,0
1667,Krombacher,Krombacher,not given,0,0
1668,RedBull,RedBull.001,not given,0,0
1669,MakoEnergy,MakoEnergy.002,not given,0,0
1670,Krombacher,Krombacher,not given,0,0
1671,RedBull,RedBull.001,not given,0,0
1672,MakoEnergy,MakoEnergy.002,not given,0,0
1673,Krombacher,Krombacher,not given,0,0
1674,RedBull,RedBull.001,not given,0,0
1675,MakoEnergy,MakoEnergy.002,not given,0,0
1676,Krombacher,Krombacher,not given,0,0
1677,RedBull,RedBull.001,not given,0,0
1678,MakoEnergy,MakoEnergy.002,not given,0,1
1679,Krombacher,Krombacher,not given,0,0
1680,RedBull,RedBull.001,not given,0,1
1681,MakoEnergy,MakoEnergy.002,not given,0,1
1682,Krombacher,Krombacher,not given,0,0
1683,RedBull,RedBull.001,not given,0,1
1684,MakoEnergy,MakoEnergy.002,not given,0,1
1685,Krombacher,Krombacher,not given,0,0
1686,RedBull,RedBull.001,not given,0,1
1687,WaterBottle,WaterBottle.002,not given,0,1
1688,MakoEnergy,MakoEnergy.002,not given,0,1
1689,Krombacher,Krombacher,not given,0,0
1690,RedBull,RedBull.001,not given,0,1
1691,WaterBottle,WaterBottle.002,not given,0,2
1692,MakoEnergy,MakoEnergy.002,not given,0,1
1693,Krombacher,Krombacher,not given,0,1
1694,RedBull,RedBull.001,not given,0,1
1695,WaterBottle,WaterBottle.002,not given,0,2
1696,MakoEnergy,MakoEnergy.002,not given,0,1
1697,Krombacher,Krombacher,not given,0,1
1698,RedBull,RedBull.001,not given,0,1
1699,WaterBottle,WaterBottle.002,not given,0,2
1700,MakoEnergy,MakoEnergy.002,not given,0,1
1701,Krombacher,Krombacher,not given,0,1
1702,RedBull,RedBull.001,not given,0,1
1703,WaterBottle,WaterBottle.002,not given,0,2
1704,Krombacher,Krombacher,not given,0,1
1705,RedBull,RedBull.001,not given,0,1
1706,WaterBottle,WaterBottle.002,not given,0,2
1707,Krombacher,Krombacher,not given,0,1
1708,RedBull,RedBull.001,not given,0,0
1709,WaterBottle,WaterBottle.002,not given,0,1
1710,Krombacher,Krombacher,not given,0,1
1711,RedBull,RedBull.001,not given,0,0
1712,WaterBottle,WaterBottle.002,not given,0,1
1713,Krombacher,Krombacher,not given,0,1
1714,RedBull,RedBull.001,not given,0,0
1715,WaterBottle,WaterBottle.002,not given,0,1
1716,Krombacher,Krombacher,not given,0,0
1717,RedBull,RedBull.001,not given,0,0
1718,WaterBottle,WaterBottle.002,not given,0,1
1719,Krombacher,Krombacher,not given,0,0
1720,RedBull,RedBull.001,not given,0,0
1721,WaterBottle,WaterBottle.002,not given,0,1
1722,Krombacher,Krombacher,not given,0,0
1723,RedBull,RedBull.001,not given,0,1
1724,WaterBottle,WaterBottle.002,not given,0,1
1725,Krombacher,Krombacher,not given,0,0
1726,RedBull,RedBull.001,not given,0,1
1727,WaterBottle,WaterBottle.002,not given,0,0
1728,Krombacher,Krombacher,not given,0,0
1729,RedBull,RedBull.001,not given,0,1
1730,WaterBottle,WaterBottle.002,not given,0,0
1731,Krombacher,Krombacher,not given,0,1
1732,RedBull,RedBull.001,not given,0,1
1733,WaterBottle,WaterBottle.002,not given,0,0
1734,Krombacher,Krombacher,not given,0,1
1735,RedBull,RedBull.001,not given,0,1
1736,WaterBottle,WaterBottle.002,not given,0,0
1737,Krombacher,Krombacher,not given,0,1
1738,RedBull,RedBull.001,not given,0,1
1739,WaterBottle,WaterBottle.002,not given,0,0
1740,Krombacher,Krombacher,not given,0,1
1741,RedBull,RedBull.001,not given,0,1
1742,WaterBottle,WaterBottle.002,not given,0,0
1743,Krombacher,Krombacher,not given,0,1
1744,WaterBottle,WaterBottle.002,not given,0,0
1745,Krombacher,Krombacher,not given,0,1
1746,WaterBottle,WaterBottle.002,not given,0,0
1747,Krombacher,Krombacher,not given,0,1
1748,WaterBottle,WaterBottle.002,not given,0,0
1749,Krombacher,Krombacher,not given,0,0
1750,WaterBottle,WaterBottle.002,not given,0,0
1751,Krombacher,Krombacher,not given,0,0
1752,WaterBottle,WaterBottle.002,not given,0,0
1753,Krombacher,Krombacher,not given,0,0
1754,WaterBottle,WaterBottle.002,not given,0,0
1755,Krombacher,Krombacher,not given,0,0
1756,WaterBottle,WaterBottle.002,not given,0,0
1757,Krombacher,Krombacher,not given,0,0
1758,WaterBottle,WaterBottle.002,not given,0,0
1759,Krombacher,Krombacher,not given,0,1
1760,WaterBottle,WaterBottle.002,not given,0,0
1761,Krombacher,Krombacher,not given,0,1
1762,Coke,Coke,not given,0,2
1763,WaterBottle,WaterBottle.002,not given,0,0
1764,Krombacher,Krombacher,not given,0,1
1765,Coke,Coke,not given,0,2
1766,WaterBottle,WaterBottle.002,not given,0,1
1767,Krombacher,Krombacher,not given,0,1
1768,Coke,Coke,not given,0,2
1769,WaterBottle,WaterBottle.002,not given,0,1
1770,Krombacher,Krombacher,not given,0,1
1771,Coke,Coke,not given,0,3
1772,WaterBottle,WaterBottle.002,not given,0,1
1773,Krombacher,Krombacher,not given,0,1
1774,Coke,Coke,not given,0,3
1775,WaterBottle,WaterBottle.002,not given,0,1
1776,Coke,Coke,not given,0,3
1777,WaterBottle,WaterBottle.002,not given,0,1
1778,Coke,Coke,not given,0,3
1779,WaterBottle,WaterBottle.002,not given,0,1
1780,Fanta,Fanta,not given,0,2
1781,Coke,Coke,not given,0,3
1782,WaterBottle,WaterBottle.002,not given,0,1
1783,Fanta,Fanta,not given,0,2
1784,Coke,Coke,not given,0,3
1785,WaterBottle,WaterBottle.002,not given,0,1
1786,Fanta,Fanta,not given,0,2
1787,Coke,Coke,not given,0,2
1788,WaterBottle,WaterBottle.002,not given,0,1
1789,Fanta,Fanta,not given,0,1
1790,Coke,Coke,not given,0,2
1791,WaterBottle,WaterBottle.002,not given,0,0
1792,Fanta,Fanta,not given,0,1
1793,CokeZero,CokeZero.003,not given,0,0
1794,Coke,Coke,not given,0,2
1795,WaterBottle,WaterBottle.002,not given,0,0
1796,Fanta,Fanta,not given,0,2
1797,CokeZero,CokeZero.003,not given,0,0
1798,Coke,Coke,not given,0,2
1799,WaterBottle,WaterBottle.002,not given,0,1
1800,Fanta,Fanta,not given,0,2
1801,CokeZero,CokeZero.003,not given,0,0
1802,Coke,Coke,not given,0,1
1803,WaterBottle,WaterBottle.002,not given,0,1
1804,Fanta,Fanta,not given,0,2
1805,CokeZero,CokeZero.003,not given,0,0
1806,Coke,Coke,not given,0,1
1807,WaterBottle,WaterBottle.002,not given,0,1
1808,Fanta,Fanta,not given,0,2
1809,CokeZero,CokeZero.003,not given,0,0
1810,Coke,Coke,not given,0,2
1811,WaterBottle,WaterBottle.002,not given,0,1
1812,Fanta,Fanta,not given,0,2
1813,CokeZero,CokeZero.003,not given,0,0
1814,Coke,Coke,not given,0,2
1815,WaterBottle,WaterBottle.002,not given,0,1
1816,Fanta,Fanta,not given,0,2
1817,CokeZero,CokeZero.003,not given,0,0
1818,Coke,Coke,not given,0,1
1819,WaterBottle,WaterBottle.002,not given,0,1
1820,Fanta,Fanta,not given,0,2
1821,CokeZero,CokeZero.003,not given,0,0
1822,Coke,Coke,not given,0,1
1823,WaterBottle,WaterBottle.002,not given,0,1
1824,Fanta,Fanta,not given,0,2
1825,CokeZero,CokeZero.003,not given,0,0
1826,Coke,Coke,not given,0,1
1827,Fanta,Fanta,not given,0,2
1828,CokeZero,CokeZero.003,not given,0,0
1829,Coke,Coke,not given,0,1
1830,Fanta,Fanta,not given,0,2
1831,CokeZero,CokeZero.003,not given,0,0
1832,Coke,Coke,not given,0,1
1833,Fanta,Fanta,not given,0,2
1834,CokeZero,CokeZero.003,not given,0,0
1835,Coke,Coke,not given,0,1
1836,Fanta,Fanta,not given,0,2
1837,CokeZero,CokeZero.003,not given,0,0
1838,Coke,Coke,not given,0,1
1839,Fanta,Fanta,not given,0,2
1840,CokeZero,CokeZero.003,not given,0,0
1841,Coke,Coke,not given,0,1
1842,Fanta,Fanta,not given,0,3
1843,CokeZero,CokeZero.003,not given,0,0
1844,Coke,Coke,not given,0,1
1845,Fanta,Fanta,not given,0,3
1846,CokeZero,CokeZero.003,not given,0,0
1847,Coke,Coke,not given,0,1
1848,Fanta,Fanta,not given,0,3
1849,CokeZero,CokeZero.003,not given,0,1
1850,Coke,Coke,not given,0,1
1851,Fanta,Fanta,not given,0,2
1852,CokeZero,CokeZero.003,not given,0,1
1853,Coke,Coke,not given,0,1
1854,Fanta,Fanta,not given,0,2
1855,CokeZero,CokeZero.003,not given,0,1
1856,Coke,Coke,not given,0,1
1857,Fanta,Fanta,not given,0,2
1858,CokeZero,CokeZero.003,not given,0,2
1859,Coke,Coke,not given,0,0
